Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-062034,2019-12,12/10/2019 21:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1530,LASALLE LN,33, , ,1530,LASALLE,904006.9,1014252
19-061785,2019-12,12/10/2019 21:30,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",5054,TENNESSEE AVE,1, , ,5054,TENNESSEE,891570.8,996829.8
19-061747,2019-12,12/10/2019 21:45,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,111,N 15TH ST,36, ,APT 214,111,15TH,905308.5,1018077
19-061816,2019-12,12/10/2019 22:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,LINCOLN AVE / PRAIRIE AVE,59, , , , ,898479.9,1027442
19-061794,2019-12,12/10/2019 22:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4621,BECK AVE,15,BOMBER O BRIENS, ,4621,BECK,885916,1004889
19-062239,2019-12,12/10/2019 22:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S JEFFERSON AVE / PESTALOZZI S,22, , ,4459,OAKLAND,899216.4,1007886
19-061745,2019-12,12/10/2019 22:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S JEFFERSON AVE / PESTALOZZI S,22, , , , ,899216.4,1007886
19-062049,2019-12,12/10/2019 22:19,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",6451,COLLETTA DR,11, , ,6451,COLLETTA,877865.8,1012583
19-061860,2019-12,12/11/2019 00:02,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6705,MINNESOTA AVE,1, , ,6705,MINNESOTA,890884.6,991125.4
19-061956,2019-12,12/11/2019 00:03,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6021,WESTMINSTER PL,46, ,IN THE STREET,6033,WESTMINSTER,878865.5,1026820
19-061751,2019-12,12/11/2019 00:10,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4158,FINNEY AVE,58, , ,4158,FINNEY,893919.3,1025395
19-061834,2019-12,12/11/2019 00:30,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,6200,N BROADWAY,79, , , , ,900459.2,1038662
19-062458,2019-12,12/11/2019 01:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GRAVOIS AVE / ITASKA ST,5, , ,4654,GRAVOIS,887297.4,1001087
19-061754,2019-12,12/11/2019 01:41,Y, , ,1, ,182250,1,DRUGS-POSSESSION/COCAINE,4300,FRIEDA AVE,5, , ,4300,MORGANFORD,886469.1,999332.2
19-061850,2019-12,12/11/2019 01:45,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",3416,COOK AVE,77, ,3RD FLOOR,3416,COOK,898208.2,1023021
19-061757,2019-12,12/11/2019 03:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5220,GILMORE AVE,72, , , , ,890714.7,1043988
19-061758,2019-12,12/11/2019 03:38,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,911,LOCUST ST,35, ,@STL PUBLIC SCHOOLS ADM, , ,907782.4,1018354
19-061920,2019-12,12/11/2019 04:00,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,500,S EUCLID AVE,38, , ,4590,CHILDRENS,888001.8,1020385
19-061761,2019-12,12/11/2019 04:40,Y, , ,1, ,182260,2,DRUGS-POSSESSION/METHAMPHETAMINE,0,MACKLIND AVE / WISE AVE,40, , , , ,884466.4,1017123
19-061762,2019-12,12/11/2019 05:00,Y, , ,1, , 52212,1,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3609,MERAMEC ST,16,HER S HIS AND KIDS STORE, ,3609,MERAMEC,893189.9,1000574
19-061942,2019-12,12/11/2019 07:10,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",3220,SHENANDOAH AVE,25, , ,3220,SHENANDOAH,895984.3,1010650
19-061877,2019-12,12/11/2019 07:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2350,VIRGINIA AVE,25, , ,2350,VIRGINIA,895921.8,1010204
19-061773,2019-12,12/11/2019 07:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,7089,WINONA AVE,9, , ,7089,WINONA,872943.3,1005591
19-061782,2019-12,12/11/2019 07:46,Y, , ,1, , 38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4622,MARYLAND AVE,38, , ,4622,MARYLAND,888715.3,1023456
19-061798,2019-12,12/11/2019 08:00,Y, , ,1, ,183999,4,DRUGS-SALE/OTHR UNSPEC DRUG,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-061775,2019-12,12/11/2019 08:10,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3107,S GRAND BLVD,15,DOMINOS PIZZA - S GRAND, ,3107,GRAND,893764.1,1008345
19-061778,2019-12,12/11/2019 08:22,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W GREEN LEA PL / HARRIS AVE,68, , , , ,898422.2,1034219
19-061875,2019-12,12/11/2019 08:40,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3447,CHIPPEWA ST,19, , ,3447,CHIPPEWA,894028.5,1003137
19-061789,2019-12,12/11/2019 08:45,Y, , ,1, ,178100,4,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,1500,MARKET ST,36, , ,1500,MARKET,0,0
19-061964,2019-12,12/11/2019 09:00,Y, , ,1, ,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1320,N 16TH ST,61, , ,1320,16TH,906108.3,1021867
19-061786,2019-12,12/11/2019 09:19,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / S KINGSHIGHWAY BL,15, , ,3405,BENT,886177,1009211
19-061864,2019-12,12/11/2019 09:20,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2500,S JEFFERSON AVE,23, , ,2500,JEFFERSON,899523.6,1009803
19-061790,2019-12,12/11/2019 09:35,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,212,S GRAND BLVD,37,STARBUCKS COFFEE, ,212,GRAND,896219.8,1019300
19-061797,2019-12,12/11/2019 09:45,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,4038,N GRAND BLVD,67,DOLLAR GENERAL, ,4038,GRAND,901867.4,1030898
19-061795,2019-12,12/11/2019 09:49,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,N SKINKER BLVD / WYDOWN BLVD,82, , , , ,876886.6,1023583
19-061824,2019-12,12/11/2019 09:53,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,8838,RIVERVIEW BLVD,74, , ,8838,RIVERVIEW,894279.8,1050789
19-061866,2019-12,12/11/2019 10:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,701,GIMBLIN RD,74, , ,701,GIMBLIN,897681.4,1049656
19-062040,2019-12,12/11/2019 10:09,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1110,N 9TH ST,62, , ,1110,9TH,908450.5,1020416
19-061805,2019-12,12/11/2019 10:21,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1004,SPRUCE ST,35,BALLPARK LOFTS, ,1004,SPRUCE,906666.7,1015976
19-063060,2019-12,12/11/2019 10:46,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4600,MCREE AVE,39, ,@WATER DIVISION,4600,MCREE,887973.4,1014619
19-061804,2019-12,12/11/2019 10:58,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6120,N BROADWAY,79, , , , ,900984.1,1037966
19-062411,2019-12,12/11/2019 11:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4550,VIRGINIA AVE,16, , ,4550,VIRGINIA,893732.5,997867.1
19-062294,2019-12,12/11/2019 11:30,Y, , ,1, , 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5330,JAMIESON AVE,8, , ,5330,JAMIESON,875606.4,1001395
19-061807,2019-12,12/11/2019 11:30,Y, , ,1, ,250000,4,LOITERING-BEGGING,811,N 3RD ST,35, , , , ,909976.6,1018888
19-061843,2019-12,12/11/2019 11:40,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,4122,N GRAND BLVD,67,GRAND CITY STORE, ,4122,GRAND,902041,1031208
19-061808,2019-12,12/11/2019 11:42,Y, , ,1, ,250000,5,LOITERING-BEGGING,0,N KINGSHIGHWAY BLVD / PAGE BLV,53, , , , ,888176.6,1029215
19-061830,2019-12,12/11/2019 11:50,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3503,BAMBERGER AVE,15, , ,3503,BAMBERGER,892167.1,1005372
19-062519,2019-12,12/11/2019 12:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,3700,ALBERTA ST,16, , ,4100,GERMANIA,0,0
19-062210,2019-12,12/11/2019 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1524,DEER ST,56, , ,1524,DEER,891970.9,1028909
19-061842,2019-12,12/11/2019 12:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",1421,E JOHN AVE,66, , ,1421,JOHN,904043.2,1034329
19-062080,2019-12,12/11/2019 12:00,Y, , ,1, ,176200,5,SEX OFFNS-SX ABUSE/2ND/VIC 12-13 OR INCAPACITA,3600,HAMILTON AVE,50, ,@HOTEL- BUDGET INN,3600,HAMILTON,0,0
19-061813,2019-12,12/11/2019 12:02,Y, , ,1, ,250000,4,LOITERING-BEGGING,400,N MEMORIAL DR,35, , , , ,909780.8,1017036
19-061817,2019-12,12/11/2019 12:10,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2015,E OBEAR AVE,66, , ,2015,OBEAR,903209.7,1033402
19-061819,2019-12,12/11/2019 12:19,Y, , ,1, , 43023,3,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE,3010,PENNSYLVANIA AVE,25, , ,3010,PENNSYLVANIA,896900.6,1008073
19-061819,2019-12,12/11/2019 12:19,Y, , ,1, , 43016,3,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,3010,PENNSYLVANIA AVE,25, , ,3010,PENNSYLVANIA,896900.6,1008073
19-061825,2019-12,12/11/2019 12:20,Y, , ,1, , 51122,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,0,N SPRING AVE / WINDSOR PL,77, , , , ,896567.1,1023626
19-061913,2019-12,12/11/2019 12:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3250,PENNSYLVANIA AVE,30, , ,3250,PENNSYLVANIA,896611.3,1006095
19-061983,2019-12,12/11/2019 12:30,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,917,GOODFELLOW BLVD,48, ,APT 1E,917,GOODFELLOW,881317.9,1028946
19-061840,2019-12,12/11/2019 12:45,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,10,N TUCKER BLVD,35,CIVIL COURTS,CIVIL COURTS,10,TUCKER,906717.8,1017504
19-061837,2019-12,12/11/2019 13:00,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2900,WINNEBAGO ST,19, , , , ,896495.6,1003425
19-062530,2019-12,12/11/2019 13:13,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5200,S GRAND BLVD,1, , ,5200,GRAND,891214.8,996938.9
19-061838,2019-12,12/11/2019 13:23,Y, , ,1, , 36212,4,ROBBERY-COMMERCE PL/KNIFE USED/ATTEMPT,4038,N GRAND BLVD,67, ,@ DOLLAR GENERAL,4038,GRAND,901867.4,1030898
19-061973,2019-12,12/11/2019 13:25,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6061,THOLOZAN AVE,9, ,FRONT PORCH,6061,THOLOZAN,878742.6,1006040
19-061872,2019-12,12/11/2019 13:30,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4115,LABADIE AVE,56, , ,4115,LABADIE,896966.6,1029887
19-061848,2019-12,12/11/2019 13:38,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3700,S KINGSHIGHWAY BLVD,15, , ,3700,KINGSHIGHWAY,885299.4,1004822
19-061841,2019-12,12/11/2019 13:40,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,4145,N GRAND BLVD,67, , , , ,902004.8,1031608
19-061948,2019-12,12/11/2019 14:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3012,S GRAND BLVD,25, , ,3012,GRAND,893973.2,1008820
19-061863,2019-12,12/11/2019 14:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3172,S GRAND BLVD,25,JAY INTERNATIONAL FOOD CO, ,3172,GRAND,893870.7,1007506
19-061871,2019-12,12/11/2019 14:00,Y, , ,1, , 73413,4,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,3545,LINDELL BLVD,77, ,@SLU - WOOL CENTER,3545,LINDELL,896904.9,1020990
19-061861,2019-12,12/11/2019 14:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3944,MERAMEC ST,16, , ,3944,MERAMEC,890783.1,1001944
19-061851,2019-12,12/11/2019 14:25,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5649,SUMMIT PL,76, , ,5649,SUMMIT,891256,1046586
19-061940,2019-12,12/11/2019 14:30,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",650,RIVERTRAIL DR,74, , ,650,RIVERTRAIL,898971.5,1054316
19-062019,2019-12,12/11/2019 14:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1210,LOCUST ST,36, ,@CHRIST CHURCH CATHEDRAL,1210,LOCUST,906389.8,1018559
19-061858,2019-12,12/11/2019 15:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4638,LABADIE AVE,56, ,CORNER OF LABADIE AT CORA,4638,LABADIE,892681.7,1032008
19-062084,2019-12,12/11/2019 15:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4116,SHENANDOAH AVE,27, , ,4116,SHENANDOAH,891004.6,1011201
19-061881,2019-12,12/11/2019 15:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2014,S 7TH ST,20, ,@BREAD COMPANY - 7TH,919,JEFFERSON,905159,1009996
19-062146,2019-12,12/11/2019 15:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4232,E SACRAMENTO AVE,68, , ,4232,SACRAMENTO,896916,1032361
19-061884,2019-12,12/11/2019 15:00,Y, , ,1, , 36112,4,ROBBERY-COMMERCE PL/FIREARM USED/ATTEMPT,2701,DELMAR BLVD,59,ST LOUIS AUTO & TRUCK REPAIR, ,2701,DELMAR,901321.9,1021201
19-062054,2019-12,12/11/2019 15:00,Y, , ,1, , 66601,5,"LARCENY-BICYCLES $500 - $24,999",4336,MARYLAND AVE,38, , ,4336,MARYLAND,891138.4,1022806
19-061856,2019-12,12/11/2019 15:18,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1048,SELLS AVE,74, ,MULTI FAMILY DWELLING,1048,SELLS,895850.3,1049000
19-061953,2019-12,12/11/2019 15:30,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1187,RUSSELL BLVD,21, , , , ,903274.8,1010332
19-061867,2019-12,12/11/2019 15:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3504,MCKEAN AVE,25, , ,3504,MCKEAN,894072.1,1005946
19-062077,2019-12,12/11/2019 15:45,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,I 55 SOUTHBOUND / VIRGINIA AVE,1, , , , ,892730.6,993919.3
19-061868,2019-12,12/11/2019 15:45,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3920,HAMPTON AVE,14, , ,3920,HAMPTON,879176.4,1005385
19-062612,2019-12,12/11/2019 15:45,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3920,HAMPTON AVE,14,WALGREENS, ,3920,HAMPTON,879176.4,1005385
19-064577,2019-12,12/11/2019 16:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4221,SCHILLER PL,5, , ,4221,SCHILLER,886826.8,999286.6
19-061919,2019-12,12/11/2019 16:07,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",2906,UNION BLVD,52,ST LOUIS JEWELRY & LOAN, , , ,888393.3,1034514
19-061873,2019-12,12/11/2019 16:18,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3620,SALENA ST,18, , ,3622,SALENA,900025.8,1003089
19-061892,2019-12,12/11/2019 16:30,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4231,W NATURAL BRIDGE AVE,68, , , , ,896044.1,1032609
19-061894,2019-12,12/11/2019 16:30,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4334,NATURAL BRIDGE AVE,56, , ,4334,NATURAL BRIDGE,895553.4,1032618
19-061893,2019-12,12/11/2019 16:40,Y, , ,1, ,151110,2,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,BECK AVE / MORGANFORD RD,15, , , , ,887965.8,1004395
19-061897,2019-12,12/11/2019 16:50,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1437,E GRAND BLVD,66, , ,1437,GRAND,904231.5,1033714
19-061895,2019-12,12/11/2019 16:50,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,DELOR ST / S GRAND BLVD,16, , , , ,891552.9,997605.5
19-061889,2019-12,12/11/2019 16:51,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3301,HALLIDAY AVE,25, , ,3301,HOLIDAY,895621.4,1009221
19-061984,2019-12,12/11/2019 17:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4503,MCPHERSON AVE,38, , ,4503,MCPHERSON,889838.6,1024327
19-061899,2019-12,12/11/2019 17:03,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / MADISON ST,63, , , , ,908505,1024640
19-061905,2019-12,12/11/2019 17:31,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 44 WB @ 7TH ST,20, , ,919,JEFFERSON,0,0
19-062042,2019-12,12/11/2019 17:45,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3718,ROBERT AVE,4, , ,3718,ROBERT,886415.2,991767.9
19-061926,2019-12,12/11/2019 18:00,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1900,MARCONI AVE,12, , ,6749,GARNER,885262.1,1013892
19-062398,2019-12,12/11/2019 18:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,2624,S KINGSHIGHWAY BLVD,13, , ,2624,KINGSHIGHWAY,886575.2,1011099
19-062023,2019-12,12/11/2019 18:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2020,CHEROKEE ST,18, , ,2020,CHEROKEE,899730.8,1004727
19-061918,2019-12,12/11/2019 18:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,GOODFELLOW BLVD / I 70 EASTBOU,70, ,ON HIGHWAY 70 EASTBOUND, , ,887564.6,1043980
19-061917,2019-12,12/11/2019 18:10,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / WYOMING ST,30, , ,3243,GRAVOIS,895696.3,1006864
19-061923,2019-12,12/11/2019 18:15,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,6850,GRAVOIS AVE,4, , ,6850,GRAVOIS,881763.6,996481.5
19-061915,2019-12,12/11/2019 18:28,Y, , ,1, , 43201,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,0,W FLORISSANT AVE / SHREVE AVE,71, , , , ,896608.6,1039074
19-061915,2019-12,12/11/2019 18:28,Y, , ,1, , 43201,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,0,W FLORISSANT AVE / SHREVE AVE,71, , , , ,896608.6,1039074
19-061915,2019-12,12/11/2019 18:28,Y, , ,1, , 43201,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,0,W FLORISSANT AVE / SHREVE AVE,71, , , , ,896608.6,1039074
19-061915,2019-12,12/11/2019 18:28,Y, , ,1, , 43201,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,0,W FLORISSANT AVE / SHREVE AVE,71, , , , ,896608.6,1039074
19-061921,2019-12,12/11/2019 18:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1101,LUCAS AVE,35,LA BAMBA RESTURANT,LA BAMBA RESTURANT,1101,LUCAS,907366.8,1019128
19-061945,2019-12,12/11/2019 18:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",4136,N GRAND BLVD,67, , ,4136,GRAND,902114.9,1031339
19-061934,2019-12,12/11/2019 18:50,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,0,FOREST PARK PKWY / N SKINKER B,46,KALDI S COFFEE, , , ,877121.3,1025345
19-061937,2019-12,12/11/2019 19:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,BATES ST / S GRAND BLVD,1, , , , ,890485.1,995971.1
19-061935,2019-12,12/11/2019 19:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,CHILDRENS PL / S EUCLID AVE,38, , , , ,887975.4,1020896
19-061928,2019-12,12/11/2019 19:04,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,CHILDRESS AVE / CLAYTON AVE,42, , , , ,878719.3,1017959
19-061936,2019-12,12/11/2019 19:10,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6119,ALABAMA AVE,1, , ,6119,ALABAMA,891084.4,993547.7
19-061938,2019-12,12/11/2019 19:30,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2524,S 11TH ST,21, , ,2524,11TH,902995.5,1008549
19-061938,2019-12,12/11/2019 19:30,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2524,S 11TH ST,21, , ,2524,11TH,902995.5,1008549
19-061933,2019-12,12/11/2019 19:30,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2753,MAGNOLIA AVE,24, ,GATEWAY LIFESTYLE,2753,MAGNOLIA,898226.5,1008898
19-061938,2019-12,12/11/2019 19:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2524,S 11TH ST,21, , ,2524,11TH,902995.5,1008549
19-061963,2019-12,12/11/2019 20:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,3030,ROLLA PL,56, , ,3030,ROLLA,896509.1,1030359
19-062022,2019-12,12/11/2019 20:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4351,DELMAR BLVD,58,LUTHERAN GERIATRIC CENTER, ,4351,DELMAR,891827.6,1025156
19-061941,2019-12,12/11/2019 21:06,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,100,N 7TH ST,35, , ,100,7TH,908422.1,1017299
19-062025,2019-12,12/11/2019 21:15,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,6114,SHERRY AVE,76, , ,6114,SHERRY,888618.8,1044453
19-061947,2019-12,12/11/2019 21:15,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,N KINGSHIGHWAY BLVD / NATURAL,55, , , , ,891049,1035207
19-061946,2019-12,12/11/2019 21:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1107,MISSISSIPPI AVE,32,M LOFTS, ,1106,MISSISSIPPI,902124.4,1014736
19-062067,2019-12,12/11/2019 21:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4954,POTOMAC ST,14, , ,4954,POTOMAC,884901.8,1006311
19-061950,2019-12,12/11/2019 21:34,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4953,WINONA AVE,7, , ,4953,WINONA,884191.7,1004035
19-061950,2019-12,12/11/2019 21:34,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4953,WINONA AVE,7, , ,4953,WINONA,884191.7,1004035
19-061951,2019-12,12/11/2019 22:15,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5042,LOUISIANA AVE,16, , ,5042,LOUISIANA,891943,996741.2
19-062001,2019-12,12/11/2019 22:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4417,FOREST PARK AVE,38, , ,4417,FOREST PARK,889848.4,1021306
19-061976,2019-12,12/11/2019 22:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,8232,WEBMORE DR,4, , ,8232,WEBMORE,881440.9,991055
19-062161,2019-12,12/11/2019 23:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3439,PARK AVE,31, , ,3439,PARK,895821.9,1014910
19-061985,2019-12,12/11/2019 23:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",956,BELLERIVE BLVD,1, , ,956,BELLERIVE,890726,995135.9
19-062094,2019-12,12/12/2019 00:01,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1510,NEWHOUSE AVE,65, , ,1510,NEWHOUSE,905121.4,1030916
