Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-057086,2019-11,11/13/2019 18:40,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,60,HAMPTON VILLAGE PLZ,7,@SCHNUCKS - HAMPTON VILLAGE,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479
19-058496,2019-11,11/13/2019 18:40,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,60,HAMPTON VILLAGE PLZ,7,SCHNUCKS, ,60,HAMPTON VILLAGE,879568.8,1004479
19-057135,2019-11,11/13/2019 19:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,530,UNION BLVD,38, , ,530,UNION,885060.6,1026008
19-057215,2019-11,11/13/2019 19:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4954,WEST PINE BLVD,38, , ,4954,WEST PINE,887603.6,1022614
19-057168,2019-11,11/13/2019 19:01,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4050,WEST PINE BLVD,38, , ,4050,WEST PINE,892888.1,1021231
19-057088,2019-11,11/13/2019 19:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / I 70 WESTBO,69, , , , ,897826.8,1037741
19-057093,2019-11,11/13/2019 19:25,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / WYOMING ST,30, , , , ,895696.3,1006864
19-057188,2019-11,11/13/2019 19:30,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",4255,N 20TH ST,65, , ,4267,20TH,903942.4,1031831
19-057124,2019-11,11/13/2019 19:35,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",0,BANCROFT AVE / S KINGSHIGHWAY,5, , , , ,884649.1,1003598
19-057096,2019-11,11/13/2019 19:40,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2727,RUSSELL BLVD,24, , ,2727,RUSSELL,898960.7,1011691
19-057101,2019-11,11/13/2019 19:47,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4250,DR MARTIN LUTHER KING DR,58, ,ON SOUTH SHOULDER OF ROADWAY,4200,DR MARTIN LUTHER KING,893765.3,1027583
19-057103,2019-11,11/13/2019 19:59,Y, , ,1, , 36311,3,ROBBERY-COMMERCE PL/OTHR WEP USED/SUCCESS,4140,S BROADWAY,16,WALGREENS,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
19-057092,2019-11,11/13/2019 19:59,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / HOLLY AVE,68, , , , ,899077.4,1036193
19-057169,2019-11,11/13/2019 20:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 9TH ST / LOCUST ST,35, , , , ,907857.7,1018282
19-057106,2019-11,11/13/2019 20:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4537,PENNSYLVANIA AVE,17, , ,4537,PENNSYLVANIA,895094.8,997793.5
19-057102,2019-11,11/13/2019 20:02,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / N TAYLOR AVE,38, , , , ,890637.1,1025747
19-057109,2019-11,11/13/2019 20:16,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4900,NATURAL BRIDGE AVE,55, , , , ,891824.3,1034808
19-057110,2019-11,11/13/2019 20:25,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3224,HENRIETTA ST,31, , ,3224,HENRIETTA,896428.8,1013604
19-057116,2019-11,11/13/2019 20:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S GRAND BLVD / HUMPHREY ST,25, , , , ,893745.4,1006883
19-057108,2019-11,11/13/2019 20:58,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,1438,SEMPLE AVE,78, , ,1438,SEMPLE,885196.5,1031466
19-058430,2019-11,11/13/2019 21:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8531,RIVERVIEW BLVD,73, , , , ,893382.6,1048673
19-057282,2019-11,11/13/2019 21:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5551,DR MARTIN LUTHER KING DR,50, , ,5551,DR MARTIN LUTHER KING,884559.3,1032679
19-057503,2019-11,11/13/2019 21:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5980,WABADA AVE,50, , ,5980,WABADA,882126.8,1035694
19-057122,2019-11,11/13/2019 21:05,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",0,MCPHERSON AVE / N SKINKER BLVD,46, , , , ,877207.4,1026148
19-057125,2019-11,11/13/2019 21:10,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5600,LILLIAN AVE,72, , ,8920,HUISKAMP,890653.5,1042344
19-057121,2019-11,11/13/2019 21:25,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1411,BLACKSTONE AVE,78, , ,1411,BLACKSTONE,883170.1,1032535
19-057120,2019-11,11/13/2019 21:25,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3922,DETONTY ST,27, , ,3922,DETONTY,892771,1013427
19-057200,2019-11,11/13/2019 21:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6605,CLAYTON AVE,44, , ,6605,CLAYTON,877593.2,1018388
19-057166,2019-11,11/13/2019 21:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4038,WESTMINSTER PL,38, , ,4038,WESTMINSTER,893830.2,1022489
19-057230,2019-11,11/13/2019 21:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",110,N 17TH ST,36, , ,110,17TH,904545.1,1018315
19-057165,2019-11,11/13/2019 21:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",416,N 23RD ST,36, , ,416,23RD,902450.4,1019799
19-057182,2019-11,11/13/2019 21:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N BEAUMONT ST / WASHINGTON AVE,37, , ,2709,LOCUST,901360.3,1020374
19-057128,2019-11,11/13/2019 21:45,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / GRAVOIS AVE,16, , , , ,890165.4,1003642
19-057190,2019-11,11/13/2019 21:47,Y, , ,1, , 52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,1705,S 7TH ST,21,RILEYS FLOWERS, ,1705,7TH,905854.4,1010991
19-057123,2019-11,11/13/2019 21:52,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5300,RIDGE AVE,51, , , , ,885946.5,1030459
19-057139,2019-11,11/13/2019 22:00,Y, , ,1, , 51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,4138,E LEE AVE,68, , ,4138,LEE,899222.7,1033013
19-057129,2019-11,11/13/2019 22:10,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,5741,WELLS AVE,78, , , , ,883123,1033136
19-057133,2019-11,11/13/2019 22:20,Y, , ,1, , 41012,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,3903,SCHILLER PL,5, , , , ,888973.7,997841.6
19-057295,2019-11,11/13/2019 23:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1612,LUCAS AVE,36, , ,1612,LUCAS,905290.7,1019635
19-057131,2019-11,11/13/2019 23:33,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,710,GOODFELLOW BLVD,48, , ,710,GOODFELLOW,881216.5,1027231
19-057134,2019-11,11/13/2019 23:53,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4647,GRAVOIS AVE,5, , , , ,887512.3,1001307
19-057826,2019-11,11/14/2019 00:01,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4335,WEST PINE BLVD,38, , , , ,891003.2,1022037
19-057136,2019-11,11/14/2019 00:13,Y, , ,1, , 42011,0,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,0,UNKNOWN,0, , , , ,0,0
19-057141,2019-11,11/14/2019 00:20,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3643,WILMINGTON AVE,3, ,RESIDENCE,3643,WILMINGTON,889455,995362.3
19-057154,2019-11,11/14/2019 00:30, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,MAFFITT AVE / N NEWSTEAD AVE,57, , , , ,894135.1,1030437
19-057154,2019-11,11/14/2019 00:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,MAFFITT AVE / N NEWSTEAD AVE,57, , , , ,894135.1,1030437
19-057138,2019-11,11/14/2019 01:10,Y, , ,1, , 52122,6,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED,4835,GOODFELLOW BLVD,70,GOODFELLOW AUTO SALES, ,4835,GOODFELLOW,887306.6,1043826
19-057137,2019-11,11/14/2019 01:20,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,527,FASSEN ST,1, ,VICTIMS APARTMENT, ,FASSEN,892638.6,995072.7
19-057142,2019-11,11/14/2019 01:49,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4451,FOREST PARK AVE,38, ,@PARKVIEW APTSAPT 520,4451,FOREST PARK,889537.3,1021388
19-057159,2019-11,11/14/2019 02:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,911,LOCUST ST,35, , ,911,LOCUST,907782.4,1018354
19-057145,2019-11,11/14/2019 02:02,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,E ASHLAND AVE / NEW ASHLAND PL,56, , , , ,896546.7,1031219
19-057155,2019-11,11/14/2019 02:29,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5571,WELLS AVE,78, , ,5571,WELLS,884346.9,1032368
19-057157,2019-11,11/14/2019 03:28,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5373,DR MARTIN LUTHER KING DR,50, , , , ,885906.9,1031753
19-057160,2019-11,11/14/2019 04:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5607,CHIPPEWA ST,14, , ,5607,CHIPPEWA,880807.6,1004849
19-057195,2019-11,11/14/2019 04:30,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",3616,CARTER AVE,67, , ,3616,CARTER,902177,1032216
19-057820,2019-11,11/14/2019 04:34,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5236,THRUSH AVE,72, , ,5236,THRUSH,891620.9,1042912
19-057158,2019-11,11/14/2019 05:00,Y, , ,1, , 52230,4,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,4038,N GRAND BLVD,67, , ,4038,GRAND,901867.4,1030898
19-057179,2019-11,11/14/2019 06:25,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,12,HAMPTON VILLAGE PLZ,7, , ,12,HAMPTON VILLAGE,879631.8,1004932
19-057304,2019-11,11/14/2019 06:30,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3117,THOMAS ST,77,SENIOR LIVING AT RENAISSANCE, ,3117,THOMAS,899287.4,1023446
19-057163,2019-11,11/14/2019 06:42,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3920,HAMPTON AVE,14,WALGREENS, ,3920,HAMPTON,879176.4,1005385
19-057291,2019-11,11/14/2019 07:00,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5829,DEGIVERVILLE AVE,46, , ,5829,DEGIVERVILLE,880175.2,1026205
19-057167,2019-11,11/14/2019 07:02,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,4939,KEMPER AVE,13, ,@SCHOOL - CLEVELAND NJROTC,4939,KEMPER,885868.3,1008765
19-057235,2019-11,11/14/2019 07:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,600,E ATHLONE AVE,79, , ,600,ATHLONE,902394.6,1038044
19-057173,2019-11,11/14/2019 07:40,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,1053,THEOBALD ST,74, , ,1053,THEOBALD,895787.4,1050183
19-057285,2019-11,11/14/2019 08:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,665,S SKINKER BLVD,45, , ,665,SKINKER,876274.2,1020765
19-057401,2019-11,11/14/2019 08:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1024,GIMBLIN ST,74, ,RESIDENCE,1024,GIMBLIN,896148.5,1048622
19-057183,2019-11,11/14/2019 08:25,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,0,FAIRGROUND PARK,83, ,@FAIRGROUND PARK, , ,899640.4,1031431
19-058120,2019-11,11/14/2019 08:26,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,300,N 4TH ST,35,MANSION HOUSE,@MANSION HOUSE,300,4TH,909633.8,1017651
19-057170,2019-11,11/14/2019 08:29,Y, , ,1, ,250000,1,LOITERING-BEGGING,6900,IDAHO AVE,1, , ,6900,IDAHO,889163.9,991407
19-057193,2019-11,11/14/2019 09:00,Y, , ,1, , 72130,2,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,3202,S KINGSHIGHWAY BLVD,15, ,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
19-057201,2019-11,11/14/2019 09:25,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,200,S TUCKER BLVD,35,JUSTICE CENTER,@JUSTICE CENTER,200,TUCKER,906343.9,1016785
19-057185,2019-11,11/14/2019 09:25,Y, , ,1, , 52130,3,BURGLARY-BUSINESS/DAY/ATTEMPT FORCIBLE ENTRY,780,CARROLL ST,21,SOULARD MARKET, , , ,905779,1011512
19-057192,2019-11,11/14/2019 09:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1901,CHOUTEAU AVE,36, ,@1 AMEREN PZ,1901,CHOUTEAU,903101.3,1015012
19-057192,2019-11,11/14/2019 09:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1901,CHOUTEAU AVE,36, ,@1 AMEREN PZ,1901,CHOUTEAU,903101.3,1015012
19-057263,2019-11,11/14/2019 09:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N EUCLID AVE / THEKLA AVE,71, , ,5310,EUCLID,894533,1038914
19-057198,2019-11,11/14/2019 09:46,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,4248,COTTAGE AVE,57,FRESH START/SUMNER HIGH SCHOOL,@SCHOOL - SUMNER HIGH,4248,COTTAGE,894865.7,1029224
19-057205,2019-11,11/14/2019 09:48,Y, , ,1, , 41203,6,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,8306,N BROADWAY,74,VINH S CONVENIENCE STORE, , , ,897254.8,1048447
19-057186,2019-11,11/14/2019 09:59,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / GRAVOIS AVE,16, , , , ,890165.4,1003642
19-057204,2019-11,11/14/2019 10:00,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,5412,CHIPPEWA ST,7, , ,5412,CHIPPEWA,881961.5,1004493
19-057437,2019-11,11/14/2019 10:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5581,CONNECTICUT ST,13, , ,5581,CONNECTICUT,881748.9,1008903
19-057196,2019-11,11/14/2019 10:18,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4731,WESTMINSTER PL,38, , ,4731,WESTMINSTER,888908.9,1025348
19-057203,2019-11,11/14/2019 10:40,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,250,DE BALIVIERE AVE,47, ,@METROLINK - FOREST PARK,250,DE BALIVIERE,881642.6,1024780
19-058455,2019-11,11/14/2019 10:59,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,3409,BELT AVE,50, , ,3409,BELT,887302.3,1036737
19-057234,2019-11,11/14/2019 11:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,626,W COURTOIS ST,2, , ,626,COURTOIS,887271.6,988979.6
19-057210,2019-11,11/14/2019 11:10,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2800,N FLORISSANT AVE,63,MALLY SHELL, , , ,905960.9,1025983
19-057210,2019-11,11/14/2019 11:10,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2800,N FLORISSANT AVE,63,MALLY SHELL, , , ,905960.9,1025983
19-058138,2019-11,11/14/2019 11:10,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3857,ALBERTA ST,16, , ,3857,ALBERTA,891881.8,1002316
19-057206,2019-11,11/14/2019 11:17,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,DR MARTIN LUTHER KING DR / SEM,78, ,ALIAS MLK/SEMPLE, , ,885281.8,1032182
19-057208,2019-11,11/14/2019 11:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3920,HAMPTON AVE,14, , ,3920,HAMPTON,879176.4,1005385
19-057219,2019-11,11/14/2019 11:31,Y, , ,1, , 92000,5,SIMPLE ASSAULT-HARRASSMENT,5126,KENSINGTON AVE,51, , ,5126,KENSINGTON,886506,1027075
19-057209,2019-11,11/14/2019 11:32,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,920,N VANDEVENTER AVE,77, , ,920,VANDEVENTER,895884.5,1023493
19-057213,2019-11,11/14/2019 11:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S KINGSHIGHWAY BLVD / ODELL ST,81, , , , ,886249.3,1009673
19-057216,2019-11,11/14/2019 11:48,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,8629,DRURY LN,73, , ,8629,DRURY,892830.1,1049639
19-057223,2019-11,11/14/2019 11:50,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",701,N BROADWAY,35, , ,405,WASHINGTON,909211,1018825
19-057240,2019-11,11/14/2019 12:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3417,ITASKA ST,16, , ,3417,ITASKA,892971.2,997527.4
19-059064,2019-11,11/14/2019 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6533,HOFFMAN AVE,11, , ,6533,HOFFMAN,877501.1,1010702
19-057242,2019-11,11/14/2019 12:00,Y, , ,1, ,115200,5,FRAUD-STEALING BY DECEIT/UNDER $150,4161,LINDELL BLVD,38, , ,4161,LINDELL,892104.8,1022153
19-059115,2019-11,11/14/2019 12:00,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",1908,N 9TH ST,64,NINTH STREET TOWING AND STORAGE INC, ,1908,9TH,909318,1023977
19-057459,2019-11,11/14/2019 12:00,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2810,N 9TH ST,64,DAYS INN HOTEL,ROOM 214,2810,9TH,908176.4,1026937
19-057224,2019-11,11/14/2019 12:30,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1314,GLASGOW AVE,59, , , , ,900927.1,1023299
19-059270,2019-11,11/14/2019 12:30,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1900,LOCUST,903703.7,1019090
19-057448,2019-11,11/14/2019 12:30,Y, , ,1, , 64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4916,HOLLY HILLS AVE,6, , ,4916,HOLLY HILLS,881987.9,998926.6
19-057861,2019-11,11/14/2019 13:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3411,WINNEBAGO ST,19, , ,3411,WINNEBAGO,894307.9,1003757
19-057228,2019-11,11/14/2019 13:05,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,4014,N GRAND BLVD,67, , ,4014,GRAND,901744.1,1030676
19-057970,2019-11,11/14/2019 13:18,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3605,MARINE AVE,18, , ,3605,MARINE,900095.8,1003263
19-057268,2019-11,11/14/2019 13:25,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 18TH ST / WASHINGTON AVE,36, , , , ,904506.9,1019675
19-057227,2019-11,11/14/2019 13:30,Y, , ,1, ,178200,3,SEX OFFNS-EXPOSURE/EXPOSING PERSON,3800,S GRAND BLVD,16, ,FAMILY DOLLAR,3800,GRAND,0,0
19-058506,2019-11,11/14/2019 13:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3846,S GRAND BLVD,16, , ,3846,GRAND,893423.6,1002800
19-057373,2019-11,11/14/2019 14:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3026,LACLEDE AVE,37, , ,3026,LACLEDE,898759.6,1019061
19-057239,2019-11,11/14/2019 14:12,Y, , ,1, , 36421,4,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,901,WASHINGTON AVE,35,CECI S,CECI S,901,WASHINGTON,907958,1018887
19-058141,2019-11,11/14/2019 14:35,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,3409,BELT AVE,50, , ,3409,BELT,887302.3,1036737
19-057379,2019-11,11/14/2019 14:45,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",0,FAIRGROUND PARK,83,FAIRGROUND PARK, , , ,0,0
19-057275,2019-11,11/14/2019 14:46,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,917,OLIVE ST,35,CLARKSON EYECARE, ,917,OLIVE,907586.3,1018176
19-057236,2019-11,11/14/2019 14:50,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1400,CHOUTEAU AVE,33, , ,1400,CHOUTEAU,904714.8,1014573
19-057580,2019-11,11/14/2019 14:55,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,324,N EUCLID AVE,38,MIKE S BIKES, ,324,EUCLID,888448.3,1023969
19-057950,2019-11,11/14/2019 15:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",0,RIVERVIEW DR / SCRANTON AVE,75, , , , ,902158.3,1056318
19-057277,2019-11,11/14/2019 15:09,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5029,KENSINGTON AVE,51,REAR, , , ,887553.1,1027171
19-057251,2019-11,11/14/2019 15:10,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5743,GOODFELLOW PL,50, , ,5743,GOODFELLOW,885155.7,1037438
19-057270,2019-11,11/14/2019 15:38,Y, , ,1, , 36111,5,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,1448,N KINGSHIGHWAY BLVD,53,HOLLYWOOD BEAUTY, ,1448,KINGSHIGHWAY,888295.3,1030101
19-057410,2019-11,11/14/2019 16:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S BROADWAY / COURTOIS ST,2, , , , ,888998.6,987731.4
19-057294,2019-11,11/14/2019 16:00,Y, , ,1, , 38112,6,ROBBERY CARJACKING /FIREARM USED/ATTEMPT,4226,COLLEGE AVE,67, , ,4226,COLLEGE,900441.9,1033029
19-057271,2019-11,11/14/2019 16:32,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3026,LACLEDE AVE,37,HARRIS STOWE,PARKING LOT,3026,LACLEDE,898759.6,1019061
19-057269,2019-11,11/14/2019 16:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5200,BIRCHER BLVD,71, , , , ,892166.1,1039446
19-057297,2019-11,11/14/2019 16:40,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2706,RUTGER ST,31, , ,2706,RUTGER,899607.3,1014775
19-057348,2019-11,11/14/2019 17:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,275,UNION BLVD,47, , ,275,UNION,884536.7,1024563
19-057455,2019-11,11/14/2019 17:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,3611,MERAMEC ST,16,ALL SAINTS HOME HEALTHCARE, ,3611,MERAMEC,893189.9,1000574
19-057311,2019-11,11/14/2019 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2816,N TAYLOR AVE,57, , ,2816,TAYLOR,893644.4,1030964
19-057290,2019-11,11/14/2019 17:20,Y, , ,1, , 52112,4,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,3845,DR MARTIN LUTHER KING DR,59,BIG O S,AUTO MECHANIC SHOP, , ,897038.6,1025865
19-057278,2019-11,11/14/2019 17:23,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4519,LEXINGTON AVE,56, , ,4519,LEXINGTON,894264.7,1033093
19-057315,2019-11,11/14/2019 17:30,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,0,DELMAR BLVD / ROSEDALE AVE,46, , , , ,878447.5,1027420
19-057284,2019-11,11/14/2019 17:30,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35, , ,315,9TH,907779.2,1018012
19-058001,2019-11,11/14/2019 17:30,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1422,SULPHUR AVE,41, , ,1422,SULPHUR,881033.6,1016544
19-057276,2019-11,11/14/2019 17:33,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , ,300,CARR,910318.8,1019871
19-057293,2019-11,11/14/2019 17:35,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,4241,FLORA PL,27, , ,4200,FLORA,890091.4,1012573
